title,ingredients,directions,link,source,NER,site
Penne Bolognese,"[""2 teaspoons olive oil"", ""1 onion, diced"", ""1 carrot, diced"", ""1 celery rib, diced"", ""1/2 lb lean ground beef"", ""1/2 cup dry white wine"", ""1/3 cup no-added-salt tomato paste"", ""1 2/3 cups 1% low-fat milk"", ""3/4 teaspoon salt"", ""1/2 teaspoon fresh ground pepper"", ""1/2 teaspoon dried oregano"", ""12 ounces penne pasta"", ""1/4 cup fresh parsley, chopped (optional)"", ""3 tablespoons grated parmesan cheese or 3 tablespoons romano cheese""]","[""In a large non-stick skillet, heat the oil until hot but not smoking over medium heat."", ""Add the onion and cook, stirring frequently, until softened, about 5 minutes."", ""Stir in the carrots,celery, and 1/3 cup of water and cook until the vegetables are tender and the liquid has evaporated, about 5 minutes longer."", ""Stir in the beef and cook until no longer pink, about 4 minutes."", ""Add the wine and cook until the liquid has evaporated, about 5 minutes."", ""Stir in the tomato paste, 2/3 cup of the milk, the salt, pepper, and oregano, reduce to a simmer, and cook,stirring frequently until the milk has been absorbed."", ""Continue to cook until the sauce is thick and creamy, gradually adding the remaining 1 cup milk until all has been absorbed, about 20 minutes longer."", ""Meanwhile, cook the pasta in a large pot of boiling water until just tender.Drain well."", ""Transfer the sauce to a large bowl, add the pasta, the parsley, if desired, and the Parmesan and toss to combine all."", ""Spoon the Penne Bolognese into 4 bowls and serve with additional Parmesan cheese, if desired.""]",www.food.com/recipe/penne-bolognese-171056,Gathered,"[""fresh ground pepper"", ""oregano"", ""tomato paste"", ""milk"", ""penne pasta"", ""fresh parsley"", ""parmesan cheese"", ""onion"", ""lean ground beef"", ""celery"", ""white wine"", ""carrot"", ""olive oil"", ""salt""]",www.food.com
Walnut And Gorgonzola Ravioli With Braised Shallots,"[""2 1/3 cups '00' flour, plus extra to dust"", ""3 None eggs, plus 1 egg yolk"", ""3 tbsp olive oil"", ""10 oz shallots, peeled and sliced"", ""1-2 tbsp sugar"", ""1 2/3 cup red wine"", ""5-6 tbsp honey"", ""3 oz ricotta"", ""5 oz gorgonzola, diced"", ""3 oz walnut halves, chopped"", ""1 oz breadcrumbs"", ""None None Thyme, to garnish""]","[""Place the flour, whole eggs, 2 tbsp oil, 2 tbsp lukewarm water and 1 tsp salt in a food processor and blend until the flour resembles breadcrumbs. Tip out the mixture onto a floured work surface and bring it together using your hands. Begin to work the dough so that gluten develops. The dough will become silky and stretchy. Wrap in foil and leave for 30 mins."", ""Heat 1 tbsp oil in a frying pan, add the shallots and saute for 4-5 mins until soft. Sprinkle with sugar and leave to caramelize for 1 min then pour in the wine and honey. Leave to gently simmer for 15 mins."", ""Mix the ricotta and Gorgonzola together then mix in the walnuts and breadcrumbs. Season."", ""Slice the pasta dough in half. Roll out one half on a lightly floured work surface. Fold the dough over and roll out once more. Repeat 3 or 4 more times so that the dough is stretchy once more. Roll out the dough to a thin 6 x 16 inch rectangle. Lay plastic wrap over the dough. Repeat the process with the other half of the dough."", ""Beat the egg yolk with 1 tbsp water. Remove the plastic wrap from one half of the dough and brush with the egg yolk mixture. Use two spoons to add 1-2 tsp filling in rows of 10 and a 2 inch distance along the length of the dough. Remove the plastic wrap from the rest of the dough then carefully lay it on top of the first."", ""Gently press down the edges of the dough to enclose the filling. Use a pastry cutter to cut out each individual ravioli. Cook the ravioli in a large pan of boiling, salted water for 5-6 mins then drain. Divide the ravioli between 4 bowls then spoon over the shallots. Serve.""]",recipes-plus.com/api/v2.0/recipes/21526,Gathered,"[""sugar"", ""eggs"", ""gorgonzola"", ""walnut halves"", ""flour"", ""breadcrumbs"", ""shallots"", ""thyme"", ""red wine"", ""ricotta"", ""honey"", ""olive oil""]",recipes-plus.com
Corn Bread and Chestnut Stuffing,"[""Buttermilk Corn Bread"", ""3 tablespoons butter"", ""2 1/2 cups chopped onions"", ""1 1/2 cups chopped celery"", ""2 1/4 to 2 3/4 cups low-salt chicken broth"", ""1 tablespoon chopped fresh sage"", ""1 tablespoon chopped fresh thyme"", ""2 cups coarsely chopped chestnuts from one 16-ounce jar"", ""1 large egg, beaten to blend""]","[""Preheat oven to 350F."", ""Cut bread into 1-inch cubes."", ""Spread on large baking sheet."", ""Bake until dry but not firm, about 25 minutes."", ""Cool."", ""Coarsely crumble into very large bowl."", ""Maintain oven temperature."", ""Butter 13x9x2-inch glass baking dish."", ""Melt 3 tablespoons butter in large skillet over medium-high heat."", ""Add onions and celery; saute until tender, about 7 minutes."", ""Add to corn bread."", ""Mix in 2 1/4 cups broth and herbs."", ""Stir in chestnuts."", ""Season with salt and pepper."", ""Mix in egg."", ""Add up to 1/2 cup more broth if stuffing seems dry."", ""Transfer to prepared dish."", ""Cover; bake 30 minutes."", ""Uncover and bake until top begins to brown, about 30 minutes longer.""]",www.epicurious.com/recipes/food/views/corn-bread-and-chestnut-stuffing-4393,Recipes1M,"[""buttermilk"", ""egg"", ""low-salt"", ""chestnuts"", ""celery"", ""thyme"", ""onions"", ""fresh sage"", ""butter""]",www.epicurious.com
Broccoli Casserole,"[""2 pkg. frozen broccoli, chopped"", ""3/4 stick oleo"", ""1/2 c. onion"", ""1 c. Minute rice"", ""1 c. chicken soup"", ""8 oz. jar Cheez Whiz""]","[""Cook broccoli as directed on package and drain."", ""Saute onion and oleo."", ""Add to broccoli; mix well."", ""Add rice and soup."", ""Fold in Cheez Whiz."", ""Stir until cheese is melted and mix well."", ""Pour into a 9 x 13-inch, well-greased pan."", ""Bake at 350\u00b0 for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=860909,Gathered,"[""oleo"", ""onion"", ""chicken soup"", ""rice"", ""frozen broccoli""]",www.cookbooks.com
Chicken Casserole,"[""4 c. cooked, cut up chicken"", ""1 pt. mayonnaise"", ""1 c. diced celery"", ""1/2 c. almonds"", ""2 c. sharp Cheddar, grated"", ""chicken broth"", ""Fritos, crushed""]","[""Mix the first 6 ingredients in casserole."", ""Sprinkle with Fritos."", ""Bake at 350\u00b0 for 20 minutes, until bubbly."", ""Serves 6 to 8.""]",www.cookbooks.com/Recipe-Details.aspx?id=749932,Gathered,"[""celery"", ""chicken broth"", ""mayonnaise"", ""cheddar"", ""almonds"", ""chicken"", ""fritos""]",www.cookbooks.com
Oyster Cracker Delight,"[""1 (12 oz.) pkg. oyster crackers"", ""1/3 c. vegetable oil"", ""2 tsp. garlic salt""]","[""Place all ingredients in a mixing bowl, mix well, spread them out on a large cookie sheet."", ""Bake at 350\u00b0 for approximately 10 minutes."", ""Stir them again and bake for another 3 to 5 minutes. Remove from oven, let cool, serve as a snack.""]",www.cookbooks.com/Recipe-Details.aspx?id=437150,Gathered,"[""garlic salt"", ""vegetable oil"", ""oyster crackers""]",www.cookbooks.com
Frozen Raspberry Tiramisu,"[""7 oz frozen raspberries + extra, to serve"", ""8.75 oz cream cheese, at room temperature"", ""1/3 cup powdered sugar"", ""1 tsp vanilla extract"", ""1 1/4 cups heavy cream"", ""12 None ladyfinger cookies"", ""1 tbsp instant coffee granules, dissolved in 2 tbsp boiling water""]","[""Line a 7 x 3 1/2 inch loaf pan with plastic wrap. Arrange 1/2 the raspberries in prepared pan. Beat cream cheese, sugar and vanilla extract until smooth. Add heavy cream then spread 1/2 over raspberries. Arrange 1/2 cookies over top and brush with 1/2 the coffee. Repeat layers. Press final layer of cookies in gently, cover and freeze for 6 hours, or until firm."", ""To serve, turn tiramisu out onto a serving plate. Discard plastic wrap. Set aside at room temperature for 5 mins to soften slightly. Slice and serve with reserved raspberries.""]",recipes-plus.com/api/v2.0/recipes/21094,Gathered,"[""frozen raspberries +"", ""vanilla"", ""heavy cream"", ""powdered sugar"", ""cream cheese"", ""coffee granules"", ""ladyfinger cookies""]",recipes-plus.com
Buche De Noel (Yule Log Cake),"[""FOR THE CAKE:"", ""1 box Angel Food Cake Mix, 16 Ounce Box"", ""Additional Required Ingredients Specified On The Cake Mix Box (typically Water, Eggs And Oil)"", ""Powdered Sugar, Optional For Sprinkling On The Finished Cake"", ""FOR THE FILLING:"", ""1 box Chocolate Instant Pudding Mix (3.4 Oz. Box)"", ""1 cup Milk"", ""1 tub Cool Whip (8 Oz Size)"", ""FOR THE FROSTING:"", ""1 box Chocolate Instant Pudding Mix (3.4 Oz. Box)"", ""1 cup Milk"", ""1 tub Cool Whip (8 Oz Size)""]","[""First preheat oven according to the directions for the cake (typically 350 F). Line a 10x15 jelly roll pan with wax/parchment paper."", ""In a large bowl, mix cake mix as per directions on the box and pour the batter into the prepared jelly roll pan. Bake according to the instructions on the box."", ""While this is baking, prepare frosting and filling. The instructions are the same for the frosting and the filling. For the filling, in a medium sized bowl mix one box of pudding mix with milk until thick then fold in Cool Whip. Keep in refrigerator until ready for use."", ""Do the same in a separate bowl and prepare the frosting. Mix pudding mix with milk until thick then fold in Cool Whip. Keep in refrigerator until ready for use."", ""When cake is done baking, remove it from the oven and let it cool for 5-10 minutes. Once cool, invert the cake out of the pan onto a tea towel that has been dusted with powdered sugar. Starting from a short end, roll it up into a log (towel and all). Put the log on a tray and set it in the refrigerator or freezer for about 30 minutes."", ""Once cake is cooled completely, unroll it, remove the towel, and spread on the filling. Slowly roll it back up. Use a star tipped piping bag filled with the other bowl of pudding mixture and frost the outside piping down the length of the log in straight lines. This gives the 'tree' look of the yule log."", ""Dust with powdered sugar for snow effect.""]",tastykitchen.com/recipes/desserts/buche-de-noel-yule-log-cake/,Gathered,"[""powdered sugar"", ""frosting"", ""chocolate"", ""water"", ""cake"", ""milk"", ""filling"", ""angel food cake mix""]",tastykitchen.com
Pork with garlic and mushrooms,"[""1 small lean pork steak"", ""1 tsp minced garlic"", ""100 gallon baby mushrooms, quRtered"", ""1 tbsp dry white wine"", ""1 shallot chopped"", ""1/2 tsp cornflour"", ""1 1/2 tbsp water"", ""1 small serve pasta""]","[""lightly grill the pork until tender and cooked through."", ""coat a small pan with oil, heat and add garlic, mushrooms, wine and shallots."", ""cook gently until the mushrooms are softened."", ""stir in the combined cornflour and water until sauce thickens."", ""serve with the pork and pasta.""]",cookpad.com/us/recipes/330070-pork-with-garlic-and-mushrooms,Recipes1M,"[""lean pork"", ""pasta"", ""cornflour"", ""mushrooms"", ""water"", ""white wine"", ""garlic"", ""shallot""]",cookpad.com
Madarica,"[""600 g plain flour"", ""1/2 teaspoon baking powder"", ""80 g butter"", ""2 eggs"", ""150 g sugar"", ""250 ml cream"", ""1/2 teaspoon salt"", ""Filling"", ""1 liter milk"", ""200 g butter"", ""200 g sugar"", ""200 g baking chocolate"", ""4 -5 tablespoons continental flour"", ""Glaze"", ""180 g baking chocolate"", ""4 tablespoons milk"", ""1 tablespoon butter"", ""1 tablespoon sugar""]","[""Preheat oven to 180\u00b0C; grease a cookie tray 25x30cm or line it with non-stick baking paper."", ""Sift flour and baking powder. Add softened butter and mix until they resemble crumbs."", ""Add eggs, sugar, cream and salt."", ""Make a dough and divide into 5 equal parts."", ""Roll each sheet to fit cookie tray."", ""Bake one at a time for 10 minutes each. Cool them carefully so they don't break."", ""Then put one sheet into cookie tin, spread with 1/4 of chocolate cream, continue with remaining pastry sheets."", ""Cover with plastic wrap and refrigerate."", ""To ensure layers stick together place a light chopping board or similar on top."", ""Leave for a couple of hours or overnight."", ""Then cover with chocolate glaze, allowing glaze to set-- Cut into small diamonds, rectangles or squares."", ""Filling."", ""Mix 1 cup of milk with flour, boil remaining milk adding chocolate and sugar."", ""Remove from heat."", ""Pour flour and milk mixture very slowly into boiling milk, stirring."", ""Return to boil again for a few minutes."", ""Allow to cool completely, whip butter into cooled chocolate mixture."", ""Glaze."", ""Heat all ingredients over gentle simmering water until well combined."", ""Note: You may need to cut off the edges to ensure you get straight and even slices.""]",www.food.com/recipe/madarica-105479,Gathered,"[""baking chocolate"", ""baking powder"", ""sugar"", ""eggs"", ""flour"", ""continental flour"", ""milk"", ""cream"", ""filling"", ""butter"", ""salt""]",www.food.com
Creamed Tuna On Toast,"[""3 tsp. butter"", ""3 Tbsp. flour"", ""dash of pepper"", ""1 c. milk"", ""1 can tuna"", ""toast""]","[""Mix butter, flour,"", ""pepper"", ""and milk."", ""Cook over medium heat until thickened."", ""Add tuna, stir and spoon onto toast.""]",www.cookbooks.com/Recipe-Details.aspx?id=925686,Gathered,"[""pepper"", ""tuna"", ""flour"", ""milk"", ""butter""]",www.cookbooks.com
Bok Choy with Bacon,"[""4 slices of bacon"", ""2 bok Choy"", ""1 tbsp olive oil, extra virgin"", ""1 medium onion, diced"", ""1 tsp red pepper flakes, optional"", ""2 garlic cloves, finely chopped or minced""]","[""Cut the bacon into diced pieces."", ""In a skillet fry the bacon over a medium heat until its crispy."", ""Cut the bok choy into medium pieces."", ""Put the bacon on a paper towel and set aside."", ""Add the olive oil to the skillet and reduce heat."", ""Saute the onion, garlic and if using red pepper flakes until the onion has softened."", ""Add the bok choy."", ""Cover and cook over low to medium heat for about 5 minutes."", ""Remove lid, stir and let it cook for a few minutes."", ""Add the bacon back to the pan and stir."", ""Check seasoning is okay."", ""Serve immediately.""]",cookpad.com/us/recipes/342435-bok-choy-with-bacon,Recipes1M,"[""bacon"", ""red pepper"", ""onion"", ""garlic"", ""olive oil""]",cookpad.com
Black Bean & Chicken Enchilada Lasagna,"[""2 cans (10 ounces each) enchilada sauce"", ""12 corn tortillas (6 inches)"", ""2 cups coarsely shredded rotisserie chicken"", ""1 small onion, chopped"", ""1 can (15 ounces) black beans, rinsed and drained"", ""3 cans (4 ounces each) whole green chiles, drained and coarsely chopped"", ""3 cups crumbled queso fresco or shredded Mexican cheese blend"", ""2 medium ripe avocados"", ""2 tablespoons sour cream"", ""2 tablespoons lime juice"", ""1/2 teaspoon salt"", ""Chopped fresh tomatoes and cilantro""]","[""Preheat oven to 350\u00b0. Spread 1/2 cup enchilada sauce into a greased 13x9-in. baking dish; top with 4 tortillas, 1 cup chicken, 1/4 cup onion, 1/4 cup beans, 1/3 cup green chiles and 1 cup cheese. Repeat layers. Drizzle with 1/2 cup enchilada sauce; top with the remaining tortillas, onion, beans, chiles, sauce and cheese."", ""Bake, uncovered, until bubbly and cheese is melted, 25-30 minutes. Let stand 10 minutes before serving."", ""Meanwhile, quarter, peel and pit 1 avocado; place avocado in a food processor. Add sour cream, lime juice and salt; process until smooth. Peel, pit and cut remaining avocado into small cubes."", ""Top lasagna with tomatoes, cilantro and cubed avocado. Serve with avocado sauce.""]",www.tasteofhome.com/recipes/black-bean-chicken-enchilada-lasagna/,Gathered,"[""green chiles"", ""black beans"", ""sour cream"", ""tomatoes"", ""salt"", ""onion"", ""queso fresco"", ""lime juice"", ""enchilada sauce"", ""avocados"", ""corn tortillas"", ""rotisserie chicken""]",www.tasteofhome.com
